filename,input_seq,target_seq
17177.png,"10,8,9,4,7","8,9,4,7,11"
17178.png,"10,6,3,4,8","6,3,4,8,11"
17179.png,"10,9,3,0,3","9,3,0,3,11"
17180.png,"10,0,8,6,7","0,8,6,7,11"
17181.png,"10,5,6,6,2","5,6,6,2,11"
17182.png,"10,6,7,5,5","6,7,5,5,11"
17183.png,"10,4,4,7,3","4,4,7,3,11"
17184.png,"10,4,8,5,8","4,8,5,8,11"
17185.png,"10,6,5,4,6","6,5,4,6,11"
17186.png,"10,6,6,8,3","6,6,8,3,11"
17187.png,"10,6,6,8,9","6,6,8,9,11"
17188.png,"10,5,3,4,3","5,3,4,3,11"
17189.png,"10,4,7,9,3","4,7,9,3,11"
17190.png,"10,8,6,0,6","8,6,0,6,11"
17191.png,"10,2,7,0,7","2,7,0,7,11"
17192.png,"10,9,2,2,9","9,2,2,9,11"
17193.png,"10,3,9,3,0","3,9,3,0,11"
17194.png,"10,2,8,3,7","2,8,3,7,11"
17195.png,"10,7,4,8,6","7,4,8,6,11"
17196.png,"10,2,2,7,9","2,2,7,9,11"
17197.png,"10,3,8,7,8","3,8,7,8,11"
17198.png,"10,1,3,2,0","1,3,2,0,11"
17199.png,"10,4,9,2,9","4,9,2,9,11"
17200.png,"10,8,1,0,0","8,1,0,0,11"
17201.png,"10,3,3,9,3","3,3,9,3,11"
17202.png,"10,5,2,9,5","5,2,9,5,11"
17203.png,"10,1,0,2,7","1,0,2,7,11"
17204.png,"10,7,6,0,2","7,6,0,2,11"
17205.png,"10,0,9,9,1","0,9,9,1,11"
17206.png,"10,0,5,1,8","0,5,1,8,11"
17207.png,"10,5,6,1,8","5,6,1,8,11"
17208.png,"10,2,7,5,7","2,7,5,7,11"
17209.png,"10,7,1,6,4","7,1,6,4,11"
17210.png,"10,3,1,2,9","3,1,2,9,11"
17211.png,"10,7,7,2,3","7,7,2,3,11"
17212.png,"10,0,7,8,0","0,7,8,0,11"
17213.png,"10,7,6,5,7","7,6,5,7,11"
17214.png,"10,9,7,1,1","9,7,1,1,11"
17215.png,"10,0,8,7,6","0,8,7,6,11"
17216.png,"10,0,4,1,4","0,4,1,4,11"
17217.png,"10,8,7,2,2","8,7,2,2,11"
17218.png,"10,4,2,5,2","4,2,5,2,11"
17219.png,"10,1,8,9,7","1,8,9,7,11"
17220.png,"10,4,6,7,8","4,6,7,8,11"
17221.png,"10,6,0,3,2","6,0,3,2,11"
17222.png,"10,0,3,5,0","0,3,5,0,11"
17223.png,"10,5,8,7,3","5,8,7,3,11"
17224.png,"10,8,6,3,7","8,6,3,7,11"
17225.png,"10,4,9,8,5","4,9,8,5,11"
17226.png,"10,3,1,2,9","3,1,2,9,11"
17227.png,"10,3,0,6,9","3,0,6,9,11"
17228.png,"10,8,2,6,0","8,2,6,0,11"
17229.png,"10,0,5,4,1","0,5,4,1,11"
17230.png,"10,5,2,2,4","5,2,2,4,11"
17231.png,"10,8,2,1,5","8,2,1,5,11"
17232.png,"10,8,6,9,1","8,6,9,1,11"
17233.png,"10,8,7,7,3","8,7,7,3,11"
17234.png,"10,2,4,9,7","2,4,9,7,11"
17235.png,"10,3,7,2,5","3,7,2,5,11"
17236.png,"10,1,0,0,5","1,0,0,5,11"
17237.png,"10,3,8,8,1","3,8,8,1,11"
17238.png,"10,1,3,7,1","1,3,7,1,11"
17239.png,"10,1,7,6,5","1,7,6,5,11"
17240.png,"10,5,6,4,9","5,6,4,9,11"
17241.png,"10,4,7,8,4","4,7,8,4,11"
17242.png,"10,6,6,3,3","6,6,3,3,11"
17243.png,"10,5,5,7,0","5,5,7,0,11"
17244.png,"10,1,6,7,9","1,6,7,9,11"
17245.png,"10,2,1,4,9","2,1,4,9,11"
17246.png,"10,4,8,8,4","4,8,8,4,11"
17247.png,"10,2,0,0,5","2,0,0,5,11"
17248.png,"10,7,9,4,5","7,9,4,5,11"
17249.png,"10,3,5,4,1","3,5,4,1,11"
17250.png,"10,3,9,1,9","3,9,1,9,11"
17251.png,"10,2,4,3,6","2,4,3,6,11"
17252.png,"10,5,5,3,5","5,5,3,5,11"
17253.png,"10,5,1,7,7","5,1,7,7,11"
17254.png,"10,5,6,6,7","5,6,6,7,11"
17255.png,"10,2,2,8,5","2,2,8,5,11"
17256.png,"10,8,4,6,5","8,4,6,5,11"
17257.png,"10,0,4,5,2","0,4,5,2,11"
17258.png,"10,8,0,8,2","8,0,8,2,11"
17259.png,"10,7,7,9,3","7,7,9,3,11"
17260.png,"10,8,7,0,2","8,7,0,2,11"
17261.png,"10,1,1,5,2","1,1,5,2,11"
17262.png,"10,6,8,4,1","6,8,4,1,11"
17263.png,"10,1,8,7,6","1,8,7,6,11"
17264.png,"10,6,2,7,4","6,2,7,4,11"
17265.png,"10,3,9,6,7","3,9,6,7,11"
17266.png,"10,6,8,9,7","6,8,9,7,11"
17267.png,"10,5,7,7,4","5,7,7,4,11"
17268.png,"10,3,6,8,9","3,6,8,9,11"
17269.png,"10,8,3,0,7","8,3,0,7,11"
17270.png,"10,2,6,1,2","2,6,1,2,11"
17271.png,"10,0,3,6,8","0,3,6,8,11"
17272.png,"10,2,1,9,5","2,1,9,5,11"
17273.png,"10,7,9,1,7","7,9,1,7,11"
17274.png,"10,9,6,4,2","9,6,4,2,11"
17275.png,"10,8,5,2,3","8,5,2,3,11"
17276.png,"10,2,5,0,4","2,5,0,4,11"
17277.png,"10,6,9,8,7","6,9,8,7,11"
17278.png,"10,3,3,1,1","3,3,1,1,11"
17279.png,"10,3,4,4,8","3,4,4,8,11"
17280.png,"10,1,2,3,0","1,2,3,0,11"
17281.png,"10,5,9,0,9","5,9,0,9,11"
17282.png,"10,3,8,6,2","3,8,6,2,11"
17283.png,"10,8,0,6,5","8,0,6,5,11"
17284.png,"10,9,1,5,7","9,1,5,7,11"
17285.png,"10,3,4,3,0","3,4,3,0,11"
17286.png,"10,7,0,9,1","7,0,9,1,11"
17287.png,"10,7,1,8,7","7,1,8,7,11"
17288.png,"10,5,5,5,0","5,5,5,0,11"
17289.png,"10,1,7,9,7","1,7,9,7,11"
17290.png,"10,1,4,6,7","1,4,6,7,11"
17291.png,"10,5,9,0,5","5,9,0,5,11"
17292.png,"10,1,6,2,3","1,6,2,3,11"
17293.png,"10,2,4,1,2","2,4,1,2,11"
17294.png,"10,3,1,6,3","3,1,6,3,11"
17295.png,"10,4,6,7,8","4,6,7,8,11"
17296.png,"10,5,4,9,4","5,4,9,4,11"
17297.png,"10,2,0,1,6","2,0,1,6,11"
17298.png,"10,3,9,4,7","3,9,4,7,11"
17299.png,"10,7,5,1,0","7,5,1,0,11"
17300.png,"10,7,0,7,1","7,0,7,1,11"
17301.png,"10,7,3,4,3","7,3,4,3,11"
17302.png,"10,4,6,7,3","4,6,7,3,11"
17303.png,"10,1,5,3,8","1,5,3,8,11"
17304.png,"10,2,9,6,5","2,9,6,5,11"
17305.png,"10,1,7,9,5","1,7,9,5,11"
17306.png,"10,5,3,4,8","5,3,4,8,11"
17307.png,"10,3,6,4,9","3,6,4,9,11"
17308.png,"10,5,1,2,7","5,1,2,7,11"
17309.png,"10,4,6,5,9","4,6,5,9,11"
17310.png,"10,4,4,7,0","4,4,7,0,11"
17311.png,"10,0,7,2,6","0,7,2,6,11"
17312.png,"10,7,5,6,5","7,5,6,5,11"
17313.png,"10,9,7,5,8","9,7,5,8,11"
17314.png,"10,4,3,6,1","4,3,6,1,11"
17315.png,"10,1,3,3,7","1,3,3,7,11"
17316.png,"10,6,5,0,4","6,5,0,4,11"
17317.png,"10,5,4,1,9","5,4,1,9,11"
17318.png,"10,3,9,3,3","3,9,3,3,11"
17319.png,"10,3,1,2,0","3,1,2,0,11"
17320.png,"10,6,3,2,3","6,3,2,3,11"
17321.png,"10,0,4,4,3","0,4,4,3,11"
17322.png,"10,3,4,8,7","3,4,8,7,11"
17323.png,"10,5,0,8,6","5,0,8,6,11"
17324.png,"10,4,0,8,5","4,0,8,5,11"
17325.png,"10,2,0,7,0","2,0,7,0,11"
17326.png,"10,9,0,3,8","9,0,3,8,11"
17327.png,"10,1,9,1,3","1,9,1,3,11"
17328.png,"10,1,4,4,4","1,4,4,4,11"
17329.png,"10,4,8,3,3","4,8,3,3,11"
17330.png,"10,8,3,1,5","8,3,1,5,11"
17331.png,"10,5,9,7,5","5,9,7,5,11"
17332.png,"10,5,7,1,4","5,7,1,4,11"
17333.png,"10,6,7,3,3","6,7,3,3,11"
17334.png,"10,2,2,8,6","2,2,8,6,11"
17335.png,"10,8,0,9,0","8,0,9,0,11"
17336.png,"10,5,0,7,2","5,0,7,2,11"
17337.png,"10,3,7,9,1","3,7,9,1,11"
17338.png,"10,1,0,6,6","1,0,6,6,11"
17339.png,"10,7,0,2,5","7,0,2,5,11"
17340.png,"10,0,2,5,0","0,2,5,0,11"
17341.png,"10,3,4,6,9","3,4,6,9,11"
17342.png,"10,9,9,2,1","9,9,2,1,11"
17343.png,"10,5,6,2,0","5,6,2,0,11"
17344.png,"10,2,3,0,7","2,3,0,7,11"
17345.png,"10,3,6,9,1","3,6,9,1,11"
17346.png,"10,9,1,4,8","9,1,4,8,11"
17347.png,"10,5,3,1,9","5,3,1,9,11"
17348.png,"10,7,0,1,2","7,0,1,2,11"
17349.png,"10,0,7,5,6","0,7,5,6,11"
17350.png,"10,1,4,8,7","1,4,8,7,11"
17351.png,"10,5,7,2,5","5,7,2,5,11"
17352.png,"10,8,4,3,0","8,4,3,0,11"
17353.png,"10,9,6,6,4","9,6,6,4,11"
17354.png,"10,1,1,7,1","1,1,7,1,11"
17355.png,"10,1,3,5,6","1,3,5,6,11"
17356.png,"10,3,0,0,9","3,0,0,9,11"
17357.png,"10,0,4,8,7","0,4,8,7,11"
17358.png,"10,9,6,5,5","9,6,5,5,11"
17359.png,"10,7,7,9,1","7,7,9,1,11"
17360.png,"10,0,2,5,7","0,2,5,7,11"
17361.png,"10,9,2,3,0","9,2,3,0,11"
17362.png,"10,9,6,2,7","9,6,2,7,11"
17363.png,"10,5,1,2,2","5,1,2,2,11"
17364.png,"10,7,0,5,8","7,0,5,8,11"
17365.png,"10,7,1,7,6","7,1,7,6,11"
17366.png,"10,3,3,1,8","3,3,1,8,11"
17367.png,"10,4,5,9,1","4,5,9,1,11"
17368.png,"10,4,6,5,7","4,6,5,7,11"
17369.png,"10,9,5,6,4","9,5,6,4,11"
17370.png,"10,6,0,7,2","6,0,7,2,11"
17371.png,"10,6,4,9,6","6,4,9,6,11"
17372.png,"10,9,5,6,4","9,5,6,4,11"
17373.png,"10,7,8,7,4","7,8,7,4,11"
17374.png,"10,3,9,2,1","3,9,2,1,11"
17375.png,"10,5,8,8,7","5,8,8,7,11"
17376.png,"10,8,7,2,9","8,7,2,9,11"
17377.png,"10,0,3,2,6","0,3,2,6,11"
17378.png,"10,6,6,3,2","6,6,3,2,11"
17379.png,"10,2,0,3,3","2,0,3,3,11"
17380.png,"10,3,4,4,3","3,4,4,3,11"
17381.png,"10,9,1,3,0","9,1,3,0,11"
17382.png,"10,2,6,1,8","2,6,1,8,11"
17383.png,"10,0,5,7,4","0,5,7,4,11"
17384.png,"10,2,5,9,4","2,5,9,4,11"
17385.png,"10,5,3,2,0","5,3,2,0,11"
17386.png,"10,0,7,7,1","0,7,7,1,11"
17387.png,"10,0,9,5,3","0,9,5,3,11"
17388.png,"10,9,8,4,2","9,8,4,2,11"
17389.png,"10,5,3,4,5","5,3,4,5,11"
17390.png,"10,0,1,9,7","0,1,9,7,11"
17391.png,"10,1,2,3,9","1,2,3,9,11"
17392.png,"10,0,9,2,1","0,9,2,1,11"
17393.png,"10,4,8,7,4","4,8,7,4,11"
17394.png,"10,8,3,4,6","8,3,4,6,11"
17395.png,"10,3,5,9,3","3,5,9,3,11"
17396.png,"10,5,8,9,0","5,8,9,0,11"
17397.png,"10,8,8,5,6","8,8,5,6,11"
17398.png,"10,8,5,3,0","8,5,3,0,11"
17399.png,"10,5,4,3,6","5,4,3,6,11"
17400.png,"10,0,4,6,6","0,4,6,6,11"
17401.png,"10,1,1,3,3","1,1,3,3,11"
17402.png,"10,0,3,1,7","0,3,1,7,11"
17403.png,"10,6,2,5,7","6,2,5,7,11"
17404.png,"10,7,8,5,4","7,8,5,4,11"
17405.png,"10,4,6,9,0","4,6,9,0,11"
17406.png,"10,8,7,8,0","8,7,8,0,11"
17407.png,"10,1,5,4,2","1,5,4,2,11"
17408.png,"10,9,4,6,5","9,4,6,5,11"
17409.png,"10,4,6,8,1","4,6,8,1,11"
17410.png,"10,5,7,0,1","5,7,0,1,11"
17411.png,"10,9,0,0,6","9,0,0,6,11"
17412.png,"10,6,6,3,4","6,6,3,4,11"
17413.png,"10,2,0,9,1","2,0,9,1,11"
17414.png,"10,2,8,3,9","2,8,3,9,11"
17415.png,"10,7,9,4,4","7,9,4,4,11"
17416.png,"10,2,4,8,7","2,4,8,7,11"
17417.png,"10,8,3,7,7","8,3,7,7,11"
17418.png,"10,1,3,3,7","1,3,3,7,11"
17419.png,"10,1,3,6,9","1,3,6,9,11"
17420.png,"10,3,3,8,7","3,3,8,7,11"
17421.png,"10,0,0,1,1","0,0,1,1,11"
17422.png,"10,9,5,9,9","9,5,9,9,11"
17423.png,"10,9,5,7,1","9,5,7,1,11"
17424.png,"10,7,3,9,8","7,3,9,8,11"
17425.png,"10,0,7,1,1","0,7,1,1,11"
17426.png,"10,1,2,5,8","1,2,5,8,11"
17427.png,"10,8,6,1,2","8,6,1,2,11"
17428.png,"10,1,0,4,3","1,0,4,3,11"
17429.png,"10,9,6,3,1","9,6,3,1,11"
17430.png,"10,2,3,7,2","2,3,7,2,11"
17431.png,"10,5,7,5,4","5,7,5,4,11"
17432.png,"10,9,3,5,3","9,3,5,3,11"
17433.png,"10,7,7,7,9","7,7,7,9,11"
17434.png,"10,8,0,2,1","8,0,2,1,11"
17435.png,"10,2,0,2,3","2,0,2,3,11"
17436.png,"10,6,0,2,7","6,0,2,7,11"
17437.png,"10,7,9,7,4","7,9,7,4,11"
17438.png,"10,6,6,7,5","6,6,7,5,11"
17439.png,"10,0,4,6,5","0,4,6,5,11"
17440.png,"10,9,5,7,3","9,5,7,3,11"
17441.png,"10,0,3,4,1","0,3,4,1,11"
17442.png,"10,0,1,4,5","0,1,4,5,11"
17443.png,"10,6,8,0,0","6,8,0,0,11"
17444.png,"10,4,4,3,2","4,4,3,2,11"
17445.png,"10,6,6,5,1","6,6,5,1,11"
17446.png,"10,2,1,1,2","2,1,1,2,11"
17447.png,"10,3,1,8,6","3,1,8,6,11"
17448.png,"10,9,8,2,0","9,8,2,0,11"
17449.png,"10,2,5,2,1","2,5,2,1,11"
17450.png,"10,8,0,8,5","8,0,8,5,11"
17451.png,"10,7,7,7,1","7,7,7,1,11"
17452.png,"10,1,1,0,7","1,1,0,7,11"
17453.png,"10,9,1,4,4","9,1,4,4,11"
17454.png,"10,6,5,0,8","6,5,0,8,11"
17455.png,"10,6,7,4,2","6,7,4,2,11"
17456.png,"10,0,7,3,0","0,7,3,0,11"
17457.png,"10,6,3,7,7","6,3,7,7,11"
17458.png,"10,1,7,4,5","1,7,4,5,11"
17459.png,"10,0,5,4,9","0,5,4,9,11"
17460.png,"10,4,6,2,2","4,6,2,2,11"
17461.png,"10,5,5,2,9","5,5,2,9,11"
17462.png,"10,5,7,9,4","5,7,9,4,11"
17463.png,"10,4,7,9,0","4,7,9,0,11"
17464.png,"10,6,8,1,9","6,8,1,9,11"
17465.png,"10,6,8,3,9","6,8,3,9,11"
17466.png,"10,1,1,4,3","1,1,4,3,11"
17467.png,"10,8,6,0,1","8,6,0,1,11"
17468.png,"10,4,8,1,5","4,8,1,5,11"
17469.png,"10,0,4,9,7","0,4,9,7,11"
17470.png,"10,7,8,8,6","7,8,8,6,11"
17471.png,"10,8,7,8,0","8,7,8,0,11"
17472.png,"10,1,8,5,4","1,8,5,4,11"
17473.png,"10,1,6,0,8","1,6,0,8,11"
17474.png,"10,8,1,0,0","8,1,0,0,11"
17475.png,"10,5,3,2,6","5,3,2,6,11"
17476.png,"10,2,5,4,8","2,5,4,8,11"
17477.png,"10,3,1,7,9","3,1,7,9,11"
17478.png,"10,6,3,4,1","6,3,4,1,11"
17479.png,"10,0,3,1,7","0,3,1,7,11"
17480.png,"10,0,9,9,1","0,9,9,1,11"
17481.png,"10,6,2,3,4","6,2,3,4,11"
17482.png,"10,2,9,5,1","2,9,5,1,11"
17483.png,"10,0,6,1,0","0,6,1,0,11"
17484.png,"10,8,5,3,1","8,5,3,1,11"
17485.png,"10,0,1,1,5","0,1,1,5,11"
17486.png,"10,7,3,5,6","7,3,5,6,11"
17487.png,"10,3,6,2,2","3,6,2,2,11"
17488.png,"10,9,2,6,2","9,2,6,2,11"
17489.png,"10,7,3,9,8","7,3,9,8,11"
17490.png,"10,4,6,5,8","4,6,5,8,11"
17491.png,"10,2,7,0,6","2,7,0,6,11"
17492.png,"10,7,8,4,1","7,8,4,1,11"
17493.png,"10,4,9,7,3","4,9,7,3,11"
17494.png,"10,6,6,5,7","6,6,5,7,11"
17495.png,"10,6,5,2,9","6,5,2,9,11"
17496.png,"10,2,9,2,9","2,9,2,9,11"
17497.png,"10,6,8,9,0","6,8,9,0,11"
17498.png,"10,5,9,5,0","5,9,5,0,11"
17499.png,"10,2,5,6,7","2,5,6,7,11"
17500.png,"10,7,3,9,0","7,3,9,0,11"
17501.png,"10,3,7,6,1","3,7,6,1,11"
17502.png,"10,8,6,3,5","8,6,3,5,11"
17503.png,"10,9,0,5,9","9,0,5,9,11"
17504.png,"10,4,3,9,3","4,3,9,3,11"
17505.png,"10,2,9,0,4","2,9,0,4,11"
17506.png,"10,5,9,6,1","5,9,6,1,11"
17507.png,"10,1,3,0,5","1,3,0,5,11"
17508.png,"10,3,4,4,3","3,4,4,3,11"
17509.png,"10,9,1,8,7","9,1,8,7,11"
17510.png,"10,9,8,6,6","9,8,6,6,11"
17511.png,"10,9,7,7,0","9,7,7,0,11"
17512.png,"10,8,3,8,0","8,3,8,0,11"
17513.png,"10,7,3,0,4","7,3,0,4,11"
17514.png,"10,9,2,8,2","9,2,8,2,11"
17515.png,"10,9,3,8,5","9,3,8,5,11"
17516.png,"10,1,1,8,1","1,1,8,1,11"
17517.png,"10,6,1,0,2","6,1,0,2,11"
17518.png,"10,9,6,2,5","9,6,2,5,11"
17519.png,"10,0,9,8,4","0,9,8,4,11"
17520.png,"10,3,3,4,8","3,3,4,8,11"
17521.png,"10,1,6,0,3","1,6,0,3,11"
17522.png,"10,4,5,7,8","4,5,7,8,11"
17523.png,"10,7,7,6,1","7,7,6,1,11"
17524.png,"10,9,9,1,8","9,9,1,8,11"
17525.png,"10,6,3,4,2","6,3,4,2,11"
17526.png,"10,6,3,9,9","6,3,9,9,11"
17527.png,"10,3,7,9,2","3,7,9,2,11"
17528.png,"10,5,2,5,5","5,2,5,5,11"
17529.png,"10,6,7,1,0","6,7,1,0,11"
17530.png,"10,0,3,2,5","0,3,2,5,11"
17531.png,"10,9,4,7,2","9,4,7,2,11"
17532.png,"10,9,0,8,5","9,0,8,5,11"
17533.png,"10,9,3,4,0","9,3,4,0,11"
17534.png,"10,5,7,1,0","5,7,1,0,11"
17535.png,"10,0,6,2,5","0,6,2,5,11"
17536.png,"10,4,5,1,9","4,5,1,9,11"
17537.png,"10,0,0,8,4","0,0,8,4,11"
17538.png,"10,3,9,7,0","3,9,7,0,11"
17539.png,"10,8,9,9,1","8,9,9,1,11"
17540.png,"10,8,0,0,1","8,0,0,1,11"
17541.png,"10,1,7,2,9","1,7,2,9,11"
17542.png,"10,5,1,8,6","5,1,8,6,11"
17543.png,"10,9,0,8,5","9,0,8,5,11"
17544.png,"10,7,7,9,9","7,7,9,9,11"
17545.png,"10,0,4,6,8","0,4,6,8,11"
17546.png,"10,6,8,1,1","6,8,1,1,11"
17547.png,"10,0,4,8,8","0,4,8,8,11"
17548.png,"10,6,8,7,0","6,8,7,0,11"
17549.png,"10,5,4,0,4","5,4,0,4,11"
17550.png,"10,4,4,6,9","4,4,6,9,11"
17551.png,"10,7,9,6,4","7,9,6,4,11"
17552.png,"10,2,9,2,6","2,9,2,6,11"
17553.png,"10,0,8,0,5","0,8,0,5,11"
17554.png,"10,1,1,5,4","1,1,5,4,11"
17555.png,"10,8,5,7,5","8,5,7,5,11"
17556.png,"10,6,5,6,5","6,5,6,5,11"
17557.png,"10,6,5,4,3","6,5,4,3,11"
17558.png,"10,1,4,8,8","1,4,8,8,11"
17559.png,"10,9,3,9,4","9,3,9,4,11"
17560.png,"10,8,0,6,9","8,0,6,9,11"
17561.png,"10,4,2,3,1","4,2,3,1,11"
17562.png,"10,1,3,4,3","1,3,4,3,11"
17563.png,"10,6,8,2,1","6,8,2,1,11"
17564.png,"10,4,8,7,5","4,8,7,5,11"
17565.png,"10,2,5,2,8","2,5,2,8,11"
17566.png,"10,9,0,0,6","9,0,0,6,11"
17567.png,"10,4,1,4,8","4,1,4,8,11"
17568.png,"10,7,8,9,7","7,8,9,7,11"
17569.png,"10,7,1,8,7","7,1,8,7,11"
17570.png,"10,1,0,9,6","1,0,9,6,11"
17571.png,"10,8,6,6,4","8,6,6,4,11"
17572.png,"10,3,3,6,1","3,3,6,1,11"
17573.png,"10,2,9,4,1","2,9,4,1,11"
17574.png,"10,5,3,1,9","5,3,1,9,11"
17575.png,"10,8,7,7,6","8,7,7,6,11"
17576.png,"10,3,3,4,1","3,3,4,1,11"
17577.png,"10,3,1,1,3","3,1,1,3,11"
17578.png,"10,3,9,9,4","3,9,9,4,11"
17579.png,"10,9,0,7,5","9,0,7,5,11"
17580.png,"10,2,0,5,4","2,0,5,4,11"
17581.png,"10,9,1,2,6","9,1,2,6,11"
17582.png,"10,3,8,8,7","3,8,8,7,11"
17583.png,"10,8,2,0,8","8,2,0,8,11"
17584.png,"10,9,1,0,6","9,1,0,6,11"
17585.png,"10,2,0,8,2","2,0,8,2,11"
17586.png,"10,5,1,0,6","5,1,0,6,11"
17587.png,"10,9,3,5,3","9,3,5,3,11"
17588.png,"10,2,7,1,6","2,7,1,6,11"
17589.png,"10,0,3,6,8","0,3,6,8,11"
17590.png,"10,0,9,8,7","0,9,8,7,11"
17591.png,"10,0,5,5,6","0,5,5,6,11"
17592.png,"10,3,0,9,2","3,0,9,2,11"
17593.png,"10,7,3,7,5","7,3,7,5,11"
17594.png,"10,3,9,6,8","3,9,6,8,11"
17595.png,"10,7,7,7,3","7,7,7,3,11"
17596.png,"10,5,9,6,0","5,9,6,0,11"
17597.png,"10,9,9,1,9","9,9,1,9,11"
17598.png,"10,7,8,3,3","7,8,3,3,11"
17599.png,"10,5,9,3,5","5,9,3,5,11"
17600.png,"10,1,1,0,5","1,1,0,5,11"
17601.png,"10,1,5,8,2","1,5,8,2,11"
17602.png,"10,3,2,7,3","3,2,7,3,11"
17603.png,"10,6,4,2,9","6,4,2,9,11"
17604.png,"10,1,9,6,3","1,9,6,3,11"
17605.png,"10,8,1,0,7","8,1,0,7,11"
17606.png,"10,7,2,3,9","7,2,3,9,11"
17607.png,"10,0,5,3,9","0,5,3,9,11"
17608.png,"10,7,0,2,3","7,0,2,3,11"
17609.png,"10,1,5,2,5","1,5,2,5,11"
17610.png,"10,1,2,1,6","1,2,1,6,11"
17611.png,"10,9,9,7,6","9,9,7,6,11"
17612.png,"10,3,5,1,6","3,5,1,6,11"
17613.png,"10,0,0,7,0","0,0,7,0,11"
17614.png,"10,2,6,6,5","2,6,6,5,11"
17615.png,"10,3,4,3,6","3,4,3,6,11"
17616.png,"10,5,0,6,8","5,0,6,8,11"
17617.png,"10,3,6,7,2","3,6,7,2,11"
17618.png,"10,4,8,4,2","4,8,4,2,11"
17619.png,"10,4,4,7,8","4,4,7,8,11"
17620.png,"10,0,5,2,1","0,5,2,1,11"
17621.png,"10,1,5,4,6","1,5,4,6,11"
17622.png,"10,5,1,1,8","5,1,1,8,11"
17623.png,"10,8,6,3,1","8,6,3,1,11"
17624.png,"10,8,6,5,3","8,6,5,3,11"
17625.png,"10,0,0,4,5","0,0,4,5,11"
17626.png,"10,9,0,1,2","9,0,1,2,11"
17627.png,"10,7,5,4,5","7,5,4,5,11"
17628.png,"10,9,5,2,3","9,5,2,3,11"
17629.png,"10,6,7,0,7","6,7,0,7,11"
17630.png,"10,4,0,8,2","4,0,8,2,11"
17631.png,"10,7,9,4,4","7,9,4,4,11"
17632.png,"10,6,3,8,7","6,3,8,7,11"
17633.png,"10,2,8,2,5","2,8,2,5,11"
17634.png,"10,1,7,4,9","1,7,4,9,11"
17635.png,"10,0,9,7,7","0,9,7,7,11"
17636.png,"10,7,0,7,1","7,0,7,1,11"
17637.png,"10,0,8,9,8","0,8,9,8,11"
17638.png,"10,5,8,2,9","5,8,2,9,11"
17639.png,"10,2,6,6,9","2,6,6,9,11"
17640.png,"10,6,6,4,6","6,6,4,6,11"
17641.png,"10,8,1,8,3","8,1,8,3,11"
17642.png,"10,2,3,8,5","2,3,8,5,11"
17643.png,"10,1,1,4,2","1,1,4,2,11"
17644.png,"10,1,0,9,4","1,0,9,4,11"
17645.png,"10,9,4,1,0","9,4,1,0,11"
17646.png,"10,5,3,6,2","5,3,6,2,11"
17647.png,"10,6,1,7,0","6,1,7,0,11"
17648.png,"10,4,9,4,4","4,9,4,4,11"
17649.png,"10,6,6,9,8","6,6,9,8,11"
17650.png,"10,8,6,1,6","8,6,1,6,11"
17651.png,"10,6,8,2,3","6,8,2,3,11"
17652.png,"10,3,1,8,3","3,1,8,3,11"
17653.png,"10,5,1,5,6","5,1,5,6,11"
17654.png,"10,0,3,1,0","0,3,1,0,11"
17655.png,"10,0,0,0,0","0,0,0,0,11"
17656.png,"10,2,3,6,8","2,3,6,8,11"
17657.png,"10,0,6,1,5","0,6,1,5,11"
17658.png,"10,7,0,5,3","7,0,5,3,11"
17659.png,"10,1,8,5,8","1,8,5,8,11"
17660.png,"10,3,9,7,4","3,9,7,4,11"
17661.png,"10,1,5,2,1","1,5,2,1,11"
17662.png,"10,2,5,7,0","2,5,7,0,11"
17663.png,"10,3,7,4,1","3,7,4,1,11"
17664.png,"10,0,0,2,3","0,0,2,3,11"
17665.png,"10,8,0,9,9","8,0,9,9,11"
17666.png,"10,8,9,3,3","8,9,3,3,11"
17667.png,"10,8,0,1,5","8,0,1,5,11"
17668.png,"10,4,6,4,0","4,6,4,0,11"
17669.png,"10,0,0,2,7","0,0,2,7,11"
17670.png,"10,2,5,4,6","2,5,4,6,11"
17671.png,"10,7,0,3,4","7,0,3,4,11"
17672.png,"10,5,0,0,1","5,0,0,1,11"
17673.png,"10,4,0,8,1","4,0,8,1,11"
17674.png,"10,9,8,5,4","9,8,5,4,11"
17675.png,"10,2,0,8,0","2,0,8,0,11"
17676.png,"10,3,2,4,8","3,2,4,8,11"
17677.png,"10,8,7,2,6","8,7,2,6,11"
17678.png,"10,1,1,2,6","1,1,2,6,11"
17679.png,"10,0,5,5,0","0,5,5,0,11"
17680.png,"10,8,8,0,1","8,8,0,1,11"
17681.png,"10,6,3,9,2","6,3,9,2,11"
17682.png,"10,1,6,3,7","1,6,3,7,11"
17683.png,"10,7,6,7,1","7,6,7,1,11"
17684.png,"10,9,8,3,3","9,8,3,3,11"
17685.png,"10,2,2,6,4","2,2,6,4,11"
17686.png,"10,7,2,5,9","7,2,5,9,11"
17687.png,"10,8,8,3,4","8,8,3,4,11"
17688.png,"10,8,5,4,9","8,5,4,9,11"
17689.png,"10,8,5,0,3","8,5,0,3,11"
17690.png,"10,4,9,0,8","4,9,0,8,11"
17691.png,"10,2,3,9,3","2,3,9,3,11"
17692.png,"10,5,3,8,8","5,3,8,8,11"
17693.png,"10,5,8,7,1","5,8,7,1,11"
17694.png,"10,2,9,7,1","2,9,7,1,11"
